"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"927","2020-12-23","2020-12-23","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","34","M","W","1989"
"928","2020-01-30","2020-01-30","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","37","M","H","1986"
"929","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","38","M","C","1985"
"930","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","23","M","W","2000"
"931","2020-12-05","2020-12-05","Central","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","38","M","B","1985"
"932","2020-01-30","2020-01-30","Northeast","TRESPASSING","60","M","H","1963"
"933","2020-01-30","2020-01-30","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","31","M","B","1992"
"934","2020-01-30","2020-01-30","Central","BATTERY - SIMPLE ASSAULT","52","F","H","1971"
"935","2020-01-16","2020-01-16","Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","39","M","B","1984"
"936","2020-01-30","2020-01-30","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","O","1988"
"937","2020-01-30","2020-01-30","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","40","M","B","1983"
"938","2020-01-30","2020-01-30","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","38","F","O","1985"
"939","2020-01-31","2020-01-31","Central","BURGLARY FROM VEHICLE","40","M","H","1983"
"940","2020-01-31","2020-01-31","Central","OTHER ASSAULT","62","M","B","1961"
"941","2020-06-12","2020-06-12","Central","BATTERY - SIMPLE ASSAULT","44","M","H","1979"
"942","2020-01-31","2020-01-31","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","29","M","H","1994"
"943","2020-01-31","2020-01-31","Central","THEFT PLAIN - PETTY ($950 & UNDER)","44","M","H","1979"
"944","2020-01-31","2020-01-31","Central","BURGLARY FROM VEHICLE","36","F","H","1987"
"945","2022-03-30","2022-03-30","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","M","H","1997"
"946","2021-12-14","2021-12-14","Central","BATTERY - SIMPLE ASSAULT","45","M","H","1978"
"947","2021-11-20","2021-11-20","Central","BATTERY - SIMPLE ASSAULT","36","F","H","1987"
"948","2020-01-31","2020-01-31","Central","BATTERY - SIMPLE ASSAULT","19","F","H","2004"
"949","2020-01-30","2020-01-30","Central","BATTERY - SIMPLE ASSAULT","17","F","H","2006"
"950","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","24","M","W","1999"
"951","2020-01-30","2020-01-30","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","F","H","2000"
"952","2020-01-30","2020-01-30","Central","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","31","M","A","1992"
"953","2020-01-30","2020-01-30","Central","THEFT OF IDENTITY","27","M","W","1996"
"954","2020-01-30","2020-01-30","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","B","1993"
"955","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","25","F","A","1998"
"956","2020-01-30","2020-01-30","Central","BURGLARY FROM VEHICLE","25","F","O","1998"
"957","2020-01-31","2020-01-31","Central","THEFT, PERSON","22","F","H","2001"
"958","2020-01-30","2020-01-30","Central","BATTERY - SIMPLE ASSAULT","23","M","H","2000"
"959","2020-05-17","2020-05-17","Central","INTIMATE PARTNER - SIMPLE ASSAULT","42","M","W","1981"
"960","2020-04-07","2020-04-07","Central","INTIMATE PARTNER - AGGRAVATED ASSAULT","34","M","O","1989"
"961","2020-01-31","2020-01-31","Central","THEFT PLAIN - PETTY ($950 & UNDER)","27","M","W","1996"
"962","2020-01-31","2020-01-31","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","44","M","B","1979"
"963","2020-01-31","2020-01-31","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","23","F","B","2000"
"964","2020-01-31","2020-01-31","Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","M","B","1988"
"965","2020-01-31","2020-01-31","Central","BATTERY POLICE (SIMPLE)","40","M","H","1983"
"966","2020-12-05","2020-12-05","Central","THEFT PLAIN - PETTY ($950 & UNDER)","38","M","H","1985"
"967","2020-11-09","2020-11-09","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","54","M","B","1969"
"968","2020-10-09","2020-10-09","Central","THEFT PLAIN - PETTY ($950 & UNDER)","34","M","B","1989"
"969","2020-07-19","2020-07-19","West LA","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","22","F","W","2001"
"970","2020-04-08","2020-04-08","Northeast","BURGLARY","37","F","H","1986"
"971","2020-01-31","2020-01-31","Central","BURGLARY FROM VEHICLE","28","M","A","1995"
"972","2020-01-31","2020-01-31","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","25","M","W","1998"
"973","2020-01-28","2020-01-28","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","73","M","W","1950"
"974","2020-01-31","2020-01-31","Central","KIDNAPPING - GRAND ATTEMPT","12","M","H","2011"
"975","2020-01-31","2020-01-31","77th Street","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","H","1993"
"976","2020-01-31","2020-01-31","Central","BURGLARY FROM VEHICLE","24","M","B","1999"
"977","2020-01-31","2020-01-31","West LA","THEFT OF IDENTITY","80","F","W","1943"
"978","2020-01-31","2020-01-31","77th Street","INTIMATE PARTNER - AGGRAVATED ASSAULT","38","F","B","1985"
"979","2020-01-10","2020-01-10","Rampart","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","42","M","H","1981"
"980","2020-04-18","2020-04-18","Central","THEFT PLAIN - PETTY ($950 & UNDER)","59","F","H","1964"
"981","2020-01-31","2020-01-31","Central","BURGLARY","32","M","B","1991"
"982","2020-01-31","2020-01-31","Hollenbeck","BURGLARY FROM VEHICLE","49","M","H","1974"
"983","2020-01-31","2020-01-31","Central","BURGLARY","28","M","B","1995"
"984","2020-01-31","2020-01-31","Central","THEFT, PERSON","37","M","B","1986"
"985","2020-01-31","2020-01-31","Harbor","INTIMATE PARTNER - SIMPLE ASSAULT","55","F","H","1968"
"986","2020-02-01","2020-02-01","Central","BATTERY - SIMPLE ASSAULT","33","M","B","1990"
"987","2022-07-14","2022-07-14","Central","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","25","M","W","1998"
"988","2020-01-30","2020-01-30","Central","BATTERY - SIMPLE ASSAULT","26","M","B","1997"
"989","2020-02-01","2020-02-01","Central","BATTERY - SIMPLE ASSAULT","32","M","W","1991"
"990","2020-01-31","2020-01-31","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","38","F","W","1985"
"991","2020-01-31","2020-01-31","Central","BURGLARY FROM VEHICLE","29","M","V","1994"
"992","2020-01-31","2020-01-31","Central","BIKE - STOLEN","44","M","W","1979"
"993","2020-02-01","2020-02-01","Central","THEFT PLAIN - PETTY ($950 & UNDER)","18","M","F","2005"
"994","2020-02-01","2020-02-01","Central","BURGLARY FROM VEHICLE","24","M","B","1999"
"995","2020-05-07","2020-05-07","Southeast","BATTERY - SIMPLE ASSAULT","22","F","B","2001"
"996","2020-11-16","2020-11-16","Central","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","25","F","H","1998"
"997","2020-02-01","2020-02-01","Central","BATTERY - SIMPLE ASSAULT","27","F","H","1996"
"998","2020-02-01","2020-02-01","Central","BURGLARY FROM VEHICLE","29","F","W","1994"
"999","2020-02-01","2020-02-01","Central","BIKE - STOLEN","42","M","H","1981"
